BIL,NAMA SYARIKAT,ALAMAT,KOD BENGKEL (BKA642J***J***),TARIKH SAH LAKU,KATEGORI,RUJ. SIJIL,NO TEL,EMAIL,SYARIKAT PERUNDING,JURUTERA PROFESIONAL,AKTIVITI BENGKEL,Negeri,Tempoh Sah
18,AX-PORT (M) SDN BHD,"Lot 768, Jalan Subang 4, Kws Perindustrian USJ 1, 47500 Subang Jaya,Selangor D.E. 0356218550",BKA642B013J123,8-Mar-12,C,,,,,,,Selangor,Tamat
19,BADANBAS SDN. BHD.,"Batu 1 ½ , Off Sg. Chua,43007 Kajang,Selangor D.E.",BKA654B014J165,13-Nov-23,A,(38)Jld.38,03-87333031,badrul@badanbas.com.my,PERUNDING AUTO DINAMIK,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas Sahaja.",Selangor,Laku
20,BEE HING ENGINEERING SDN.BHD.,"Lot 1839, Jalan Kolej Sri Kembangan,43300 Sri Kembanganm, Selangor.",BKA642B015J123,27-Feb-13,A,(08)Jld.88,,,,,,Selangor,Tamat
21,BENELLI KEEWAY MOTORCYCLES SDN BHD,"No 1, Jalan Kenanga 1, Seksyen BB 11, Bandar Bukit Beruntung, 48300 Rawang, Selangor",BKA642B016J123,24-Jul-18,C,(16) Jld. 144,03-60283811,enguiry@benelli.keeway.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pemasangan Motosikal Baru, Pembinaan Dan Pengubahsuai Teknikal Bagi semua Jenis Motosikal Tersebut Sahaja.",Selangor,Tamat
22,BERDUA TENAGA SDN. BHD.,"Lot 33, Jalan Indah 6, Kampung Selayang Indah Tambahan, 68100 Batu Cave, Selangor Darul Ehsan.",BKA642B017J123,18-Dec-16,B,(24) Jld.130,03-61375275,btenaga@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid Decontrolled Dan Treler Sahaja.",Selangor,Tamat
23,BERNAS MANTAP SDN BHD.,"Lot 1509, Jalan Cheras 12 1/2 Miles, Kampung Simpang Balak, 43000 Kajang, Selangor Darul Ehsan.",BKA642B165J165,4-Nov-22,A,(32) Jld.38,03-87330336,mira@bernasmantap.com,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Van, Kenderaan Decontrolled, Treler Dan Semi Treler Sahaja.",Selangor,Laku
24,BETTER COACH BUILDERS SDN BHD,"No 12, Jalan Jemuju 2, 16/13B, Seksyen 16, 40200 Shah Alam, Selangor D.E.",BKA654B018J165,4-Nov-23,A,(30) Jld.38,03-55119141,bcbsb@yahoo.com,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Van, Ambulan, Kenderaan Decontrolled Dan Drawbar Treler Sahaja.",Selangor,Laku
25,BKZ MOTORS SDN BHD,"No. 1 Jalan BP 4/9, Bandar Bkt Puchong,47100 Puchong, Selangor",BKA642B019J123,2-Jul-16,C,(10)Jld.125,,,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,,Selangor,Tamat
26,BKZ MOTORS SDN BHD,"No. 2, Jalan Astana 1E/KU5, Bandar Bukit Raja, 41050 Klang,Selangor",BKA654B143J143,7-Sep-22,C,(20)Jld.23,03-33624344,avetaglobalmarketing@gmail.com,DIMD AUTOMOTIF CONSULTANT,DATO IR. HJ. MOHAMAD BIN DALID,"AKTIVITI:
1. Pemasangan Motosikal Baru, Pembinaan, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Motosikal Sahaja.",Selangor,Laku
27,BRITAY ASIA (M) SDN BHD.,"Lot 2156, AL 126-E6, Jalan Welfare, Kampung Baru Sungai Buloh, Seksyen U19, Selangor.",BKA654B128J166,7-Feb-24,A,(24)Jld.41,03-27243843,cus_ser@britaysia.org,DIMD AUTOMOTIF CONSULTANT,DATO IR. HJ. MOHAMAD BIN DALID,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Truck, Pick-Up, Motorhome, Camper-Van Dan Van Sahaja.
2. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Dan Tanker Sahaja.",Selangor,Laku
28,BOON KOON VEHICLES INDUSTRIES SDN BHD.,"No.5, Jalan TPP 6/8, Pinwang Industrial Park, 47100 Puchong, Selangor.",BKA654B152J152,2-Mar-21,A,(06)Jld.24,03-80600613,kathrine.bkg@boonkoon.com,DIMD AUTOMOTIF CONSULTANT,DATO IR. HJ. MOHAMAD BIN DALID,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Luton/Box Van Sahaja.
2. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Dan Tanker Sahaja.",Selangor,Tamat
29,BUDIWATA SDN. BHD.,"Lot 8977, Jalan Telok Gong, Kampung Nelayan, Pandamaran,42000 Port Klang, Selangor.",BKA654B020J151,7-Sep-22,A,(02) Jld. 24,03-31342995,info@budiwata.com,SOLID AUTO TECHNIQUE,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
30,BUMI GT SDN. BHD.,"Lot 135, Jalan 4, Kawasan Perindustrian Olak Lempit,42700 Banting, Selangor D.E.",BKA654B021J151,16-Sep-22,A,(02)Jld.23,03-31491779,bumigt7603@gmail.com,DESATIC ENGINEERING SERVICE,IR. CHOW SEI YING,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Van Sidecar Dan Kenderaan Rigid Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Laku
31,CENDANA AUTO SDN BHD.,"No 17, Jalan Hi-Tech 7/1, Kawasan Perindustrian Hi-Tech 7, 43500 Semenyih, Selangor.",BKA654B157J166,3-Mar-24,A,(04)Jld.42,03-87256132,info@cendan-auto.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Kenderaan Jenis Pick-Up, Van Dan Kenderaan Kegunaan Tentera Sahaja.",Selangor,Laku
32,CF LIM ENGINEERING WORKS.,"Lot 258 (A6A), Mukim Semenyih, Tempat Batu 21 1/4, Jalan Sungai Lalang, 43500 Semenyih, Selangor Darul Ehsan.",BKA654B161J161,9-May-22,A,(02)Jld.33,012-6139622,cflimmengrworks@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Treler Sahaja.",Selangor,Laku
33,CHIN YAP ENGINEERING SDN BHD.,"Lot 2771B, Jalan Industri 12, Kg. Baru Sungai Buloh, 47000 Sungai Buloh, Selangor.",BKA654B124J164,6-Oct-23,A,(26)Jld.37,012-6929238,chinyap9238@gmail.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Laku
34,CHIP NGAI ENGINEERING WORKS SDN. BHD.,"Lot 7907, Batu 11, Jalan Balakong,43300 Seri Kembangan, Selangor D.E.",BKA654B022J150,14-Jul-22,A,(14)Jld.21,03-89426888,enquiry@cnasia.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
35,CME EDARAN SDN BHD,Lot 19 Jalan Delima 1/1 Subang Hi-Tech Industrial Park Batu Tiga 40000 Shah Alam Selangor,BKA654B023J150,28-Jun-22,A,(12) Jld.20,03-56331188,NurFaizah@cme.com.my,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Kenderaan Perdagangan Seperti Kenderaan Rigid, Ambulans Dan Kenderaan Tentera  Sahaja.",Selangor,Laku
36,CIMC VEHICLES (MALAYSIA) SDN BHD.,"Lot 1640, Lebuh Raja Lumu, Kawasan Perindustrian PKNS, 42000 Pelabuhan Klang, Selangor.",BKA654B022J146,24-Sep-21,A,(02)Jld.14,03-79313149,afiq.sukor@cimc.my,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Ridgid Sahaja.
2.  Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Dan Tanker Sahaja.",Selangor,Tamat
37,CIMC VEHICLES (MALAYSIA) SDN BHD.,"Lot 18964, Jalan Batu 6, Bukit Kemuning, Seksyen 32, 40460 Shah Alam, Selangor.",BKA654B154J154,27-Oct-22,A,(12)Jld.26,03-51201496,enquiry@cimc.my,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Ridgid Sahaja.
2. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Dan Tanker Sahaja.",Selangor,Laku
38,COACH BUILDING SOLUTION SDN BHD,"No 1361, Jalan Simpang Kundang, Kg. Sg Bakau, 48000 Rawang, Selangor",BKA654B024J135,23-Oct-20,A,(10)JLD. 4,03-60926246,cbs@live.com.my,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton Dan Kenderaan Decontrolled Sahaja.
2. Menjalankan Kerja-Kerja Pembaikan Dan Pengubahsuaian Teknikla Bagi Treler Sahaja.",Selangor,Tamat
39,COMPOSITES TRUCK BODY SDN BHD,"No 1305, Jalan Batu Arang, Sungai Bakau, 48000 Rawang, Selangor",BKA654B025J153,28-Sep-22,A,(16)Jld. 24,03-60934195,joey@wongbros.com,DESATIC ENGINEERING SERVICE,IR CHOW SEI YING,"
AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box/Luton Van Dan Treler Sahaja.",Selangor,Laku
40,CONTINENTAL TOP PRODUCT & ENGINEERING SDN BHD,"No.4 Jalan Raya Tiga,Kawasan Perindustrian Seri Kembangan,43300 Seri Kembangan,Selangor",BKA654B026J165,4-Nov-23,A,(42)Jld.38,03-89489867,enquiry@ctpe.com.my,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Lori dan Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.",Selangor,Laku
41,DAS AUTOWORKS SDN BHD.,"No. 13, Jalan Semtec 3, Semtec Technology Park, Hulu Langat, 43500 Semenyih, Selangor Darul Ehsan.",BKA642B027J123,13-Oct-18,A,(22)Jld.146,03-87278913,autoworksdas@gmail.com,MENARA TEKNIK,IR. MOHAMAD MOHAIDIN BIN AB. LATIB,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Van Sahaja.
2. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid Sahaja.
3. Pembinaan Badan Baru, Pembaikan dan P",Selangor,Tamat
42,DEAUTO INDUSTRIES SDN BHD,"Lot 87725, Jalan Perigi Nenas 8/1, Mukim Klang, Taman Perindustrian Pulau Indah, 42920 Pelabuhan Klang, Selangor",BKA654B028J162,4-Jul-23,A,(32) Jld. 33,03-31012588,deautoind@gmail.com,PHYTO MEGHAZ CONSULT,MEJAR IR. MOHD GHAZALI ABDULLAH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Box/Luton Van, Kenderaan Decontrolled Dan Jentera Berat Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Trel",Selangor,Laku
43,DESA MILENIA SDN BHD,"Lot 1183, Jalan Puchong-Kajang, bt 20,Kampung Pulau Meranti, 47100 Puchong, Selangor d.e.",BKA642B029J123,30-Dec-15,A,(08)Jld.120,03-80621511,desamilenia@yahoo.com.my,PERUNDING TIMUR SDN BHD,IR. MOHD NAZARI BIN HJ. JAFFAR,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas, Lori dan Van Sahaja.",Selangor,Tamat
44,DNC ASIATIC HOLDINGS SDN BHD,"No 112, Jalan 8, Kawasan Perindustrian Olak Lempik, 42700 Banting, Selangor Darul Ehsan.",BKA642B030J123,20-Mar-18,A,(12)Jld. 140,03-61861269,N/A,SYARIKAT PERUNDING DALAMAN SYARIKAT,JURUTERA PERUNDING DALAMAN SYARIKAT,"AKTIVITI:
1. Pemasangan Motosikal Moped, Skuter Dan Motosikal Tiga Roda Dari ( 50cc Hingga 500cc ) Baru Sahaja ( Lesen Pengilang A016347).",Selangor,Tamat
45,DRB-HICOM DEFENCE TECHNOLOGIES SDN. BHD.,"Lot 26, Jalan Pengapit 15/19,Shah Alam Industrial Estate,40000 Shah Alam, Selangor",BKA642B031J123,19-Oct-19,A,(30)Jld.155,03-55228800,norashikinar@deftech.com.my,TRANSTECH CONSULTING ENGINEER,IR. SAIFULA AZIZI BIN MOHAMAD SAAD,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Perdagangan, Lori, Bas, Trailer, Van, Ambulan, Dan Kenderaan Bagi Kegunaan Ketenteraan Sahaja.",Selangor,Tamat
46,DYNA AUTO MANUFACTURING SDN BHD,"Lot 1928, Jalan Bukit Kemuning, 42450 Shah Alam, Selangor Darul Ehsan.",BKA654B032J151,7-Sep-22,A,(04) Jld.4,03-51225000,alan@singkung.com,SOLID AUTO TECHNIQUE,IR. AHMAD ZAINNIE BIN ABU HASSAN,"type here

AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori dan Luton/Box Van Sahaja.
2. Membina Semua Jenis Treler/Drawbar Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/TankerSaha",Selangor,Laku
47,EDARAN PEKEMAS BERHAD,"Lot 3, Jalan Perigi Nenas 8/1, Taman Perindustrian Pulau Indah, 42900 Pelabuhan Klang,Selangor",BKA654B033J163,10-Aug-23,A,(22)Jld.34,03-31012588,epb@streamyx.com,PHYTO MEGHAZ CONSULT,MEJAR IR. MOHD GHAZALI ABDULLAH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori  Box/Luton, dan Van  Sahaja.",Selangor,Laku
48,ELITAN JAYA SDN. BHD.,"No. 118, Jalan Perigi Nanas 8/10, Taman Perindustrian Pulau Indah, 42920 Pelabuhan Klang, Selangor Darul Ehsan.",BKA654B034J166,11-Jan-24,A,(28) Jld. 40,03-33240738,elitanjaya@gmail.com,MENARA TEKNIK,IR. MOHAMAD MOHAIDIN BIN AB. LATIB,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Treler Bot Dan Trailer Jetski Sahaja.",Selangor,Laku
49,ENGTA INDUSTRIES SDN BHD,"Lot 825, PT 26191-U, Jalan Haji Sirat, Kg Batu Belah, 42100 Klang, Selangor",BKA654B035J159,5-Apr-23,A,(20) Jld.31,03-33436073,engta_lee@yahoo.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"type here

AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Kenderaan Rigid, Semi Treler, Tanker, Box/Luton, Van Dan Kenderaan Decontrolled Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semu",Selangor,Laku
50,FOCAL MFG INTERNATIONAL SDN. BHD.,"Lot 2570, Jalan Sg. Jati, 41400 Klang, Selangor",BKA642B036J123,22-Aug-18,A,(08) Jld. 145,03-33738028,N/A,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Termasuk Decontrolled Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Tamat
51,FRIGOTEC ENGINEERING & REFRIGERATION SDN. BHD.,"Lot 3202, Jalan Batu Arang, Kampung Sungai Bakau, 48000 Rawang, Selangor.",BKA654B037J166,6-Apr-24,A,(18) Jld.42,03-60933730,myfrigotec@gmail.com,DESATIC ENGINEERING SERVICE,IR. CHOW SEI YING,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, Refrigerated Box Dan Treler Sahaja.",Selangor,Laku
52,GC MOTOR MARKETING SDN BHD.,"No 3, Jalan Astana 1A, Bandar Bukit Raja, 41050 Klang, Selangor Darul Ehsan.",BKA654B164J164,13-Sep-22,A,(04) Jld.36,016-2327026,gcmotor@live.com,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Drawbar Treler Dan Kenderaan Decontrolled (Motorhome) Sahaja.
2. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Rigid, Drawbar Treler, Pick Up Dan Van Sahaja",Selangor,Laku
53,GEMILANG AUTO PARTS SDN BHD,"No 23 Jalan Unggul 25/40, Seksyen 25 Taman Sri Muda, 40400 Shah Alam,Selangor",BKA642B038J123,9-Oct-14,C,(16)Jld. 107,03-51222445,N/A,PHYTO SURIA SDN BHD,IR. MEJAR GHAZALI BIN ABDULLAH (B),"AKTIVITI:
1. Membina Badan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Motosikal.",Selangor,Tamat
54,GLOBAL KOMITED SDN BHD,"No 7, Jalan Anggerik Mokara 31/50, Kota Kemuning,40460 Shah Alam, Selangor.",BKA654B039J161,16-June-23,A,(14)Jld. 33,03-51211343,info@globalkomited.com,EPSILON ENGINEERING SERVICES,IR. MOHD NASEER BIN ISRAIL,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Van, Ambulan  Dan Kenderaan Bagi Kegunaan Ketenteraan Sahaja.",Selangor,Laku
55,GOLDCIRCLE SDN. BHD.,"Lot 9073,Jalan Udang Gantung,Kampung Teluk Gong,42000 Pelabuhan Klang,Selangor",BKA642B040J123,30-Oct-13,A,(8)Jld.96,03-31342796,N/A,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas, Box/Luton Kotak, dan Van Sahaja.",Selangor,Tamat
56,GREEN CONCERNS SDN BHD,"Lot 141, Jalan PBI 3, Perindustrian Bukit Indah, 47000 Sg Buloh,Selangor.",BKA654B041J163,2-Sep-23,A,(08)Jld.35,017-5411299,admin@greenconcerns.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid Dan  Van Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
57,HARGON ENGINEERING SDN. BHD.,"Lot 6101, Jalan Haji Salleh,Batu 5 1/2, Off Jalan Meru,41050 Klang, Selangor.",BKA654B042J159,4-Mar-23,A,(18) Jld.30,03-33929212,pschong@hargon.com.my,PERUNDING KEJURUTERAAN L TWO C,IR. CHONG LIAN CHING,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler Baru Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.",Selangor,Laku
58,HARTASUMA SDN BHD.,"Lot 29, Jalan Sungai Pinang 4/7, Pulau Indah Industrial Park, Phase 2, 42920 Pulau Indah, Selangor Darul Ehsan.",BKA654B160J160,13-Apr-22,A,(02) Jld.32,03-31012717,arafit@hartasuma.com,AAREC CONSULTANT,IR AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Van, Bas, Treler Dan Tanker Sahaja.",Selangor,Tamat
59,HOA FEI ENGINEERING & CONSTRUCTION SBN. BHD.,"No 20 Jalan Kri 3, Taman Perindustrian Kri, 48000 Rawang, Selangor.",BKA654B043J164,21-Oct-23,A,(04) Jld.38,03-60936544,hoafei@live.com,ARZ CONSULTING ENGINEERS SDN BHD,IR. HJ. ABDUL RAHMAN BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
60,HOAHAN ENGINEERING & CONSULTANCY SDN BHD.,"Lot 13446, Batu 10, Kg Sungai Tua, Ulu Yam, Batu Caves, 68100 Selangor.",BKA654B044J163,19-Sep-23,A,(10) Jld.36,03-61866809,N/A,MIGHTY CONSULTANT,IR. HJ. ABDUL RAHMAN BIN HASHIM,,Selangor,Laku
61,HOBBY CAR MALAYSIA SDN BHD,"No. 44484. Jalan SU29, Taman Perindustrian Selayang Utama, 68100 Batu Caves, Selangor.",BKA654B129J129,29-Aug-19,A,(02) Jld.2,016-3243366,N/A,PERUNDING AUTO DINAMIK,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Treler, Tanker, Van Dam Pock-Up Sahaja.",Selangor,Tamat
62,HONG LEONG YAMAHA MOTOR SDN. BHD.,"Kompleks Hong Leong Yamaha,Lot 57,Persiaran Bukit Rahman Putra 3,47000 Sungai Buluh, Selangor D.E",BKA654B045J165,4-Nov-23,C,(34) JLD 38,03-61577086,N/A,JURUTERA DALAM SYARIKAT,JURUTERA DALAM SYARIKAT,"AKTIVITI:
1. Pemasangan Motosikal Baru Jenama Yamaha Sahaja.",Selangor,Laku
63,IG ZENITH SDN. BHD.,"Lot No 6975 Bt 12, Jalan Balakong,43300 Balakong, Selangor.",BKA654B046J165,1-Dec-23,A,(38) Jld.39,03-89621060,admin_ig@ze.com.sg,ARZ CONSULTING ENGINEERS SDN BHD,IR. HJ. ABDUL RAHMAN BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Lori Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru Dan Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
64,IMARAH AUTO SDN BHD,"Unit 1, The Limini Insudtria, Jalan Makmur Batu 28, 45620 Ijok, Selangor darul Ehsan.",BKA655B047J157,18-Mar-23,A,(10) Jld. 31,03-60385904,imarah2007@yahoo.com,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Van, Ambulans Dan Bas Sahaja.",Selangor,Laku
65,INTEGRATED OIL & GAS EQUIPMENT (SEA) SDN. BHD.,"Lot 7907, Batu 11, Jalan Balakong,43300 Seri Kembangan, Selangor",BKA642B048J123,9-Sep-11,A,,,,,,,Selangor,Tamat
66,INTERCOACH SDN. BHD,"Lot 1758, Jalan Telipot 4, Seksyen BS 9, 48300 Bukit Sentosa, Selangor.",BKA654B049J147,2-Jan-22,A,(08)Jld 18,013-2081328,mervinappana@intercoach.com.my,RAZALIONE CONSULTING ENGINEER,IR. WAN SAPIANSORI WAN ABD GHANI,"AKTIVTI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid Lori, Van Box/Luton Van Dan Bas Sahaja.
2. Membina Semua Jenis Drawbar Treler Baru Dan Membuat Kerja-Kerja Pembaikan Dan Pengubahsuaian Teknikal Bagi ",Selangor,Tamat
67,KAWASAKI MOTORS (MALAYSIA) SDN BHD).,"No. 12, Jalan Jurunilai U1/20, Seksyen U1, Hicom Glenmarie Industrial Park, 40150 Shah Alam, Selangor.",BKA642B050J123,23-Jul-19,C,(04)Jld 153,03-55665688,juliesetiawati.saidun@kmsbmy.com.my,JURUTERA DALAMAN,ZAIDI BIN OMAR,"AKTIVTI:
1.Pemasangan Motosikal Baru, Pembinaan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Motosikal Sahaja.",Selangor,Tamat
68,KCB AUTO BODY-PARTS & SERVICES SDN. BHD.,"Lot 9600, Perindustrian Desa Aman,Batu 11, Sungai Buloh,47000 Sungai Buloh, Selangor.",BKA642B051J123,24-Jan-13,A,(16)Jld.87,06-1562251,kcbauto@tm.net.my,BC TECH AVENUE,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1.Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, Van dan Kenderaan Decontrolled Sahaja.",Selangor,Tamat
